timestamp,provider,category,busy,healthy,today_used,daily_limit,remaining
2026-03-11T01:30:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T01:30:01,flow_image,image,false,true,192,999999,999807
2026-03-11T01:30:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T01:30:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T01:30:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T01:30:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T01:30:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T01:30:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T01:35:02,google_tts,tts,false,true,0,999999,999999
2026-03-11T01:35:02,gemini_image,image,false,true,103,999999,999896
2026-03-11T01:35:02,gemini_video,video,false,true,0,3,3
2026-03-11T01:35:02,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T01:35:02,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T01:35:02,flow_image,image,false,true,192,999999,999807
2026-03-11T01:35:02,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T01:35:02,notebooklm,podcast,false,true,20,20,0
2026-03-11T01:35:02,notebooklm_video,video,false,true,0,20,20
2026-03-11T01:35:02,groq_llm,llm,false,true,30,14400,14370
2026-03-11T01:35:02,groq_stt,stt,false,true,0,14400,14400
2026-03-11T01:35:02,web_fetcher,web,false,true,0,999999,999999
2026-03-11T01:40:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T01:40:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T01:40:01,gemini_video,video,false,true,0,3,3
2026-03-11T01:40:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T01:40:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T01:40:01,flow_image,image,false,true,192,999999,999807
2026-03-11T01:40:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T01:40:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T01:40:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T01:40:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T01:40:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T01:40:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T01:45:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T01:45:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T01:45:01,gemini_video,video,false,true,0,3,3
2026-03-11T01:45:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T01:45:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T01:45:01,flow_image,image,false,true,192,999999,999807
2026-03-11T01:45:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T01:45:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T01:45:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T01:45:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T01:45:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T01:45:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T01:50:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T01:50:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T01:50:01,gemini_video,video,false,true,0,3,3
2026-03-11T01:50:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T01:50:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T01:50:01,flow_image,image,false,true,192,999999,999807
2026-03-11T01:50:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T01:50:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T01:50:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T01:50:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T01:50:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T01:50:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T01:55:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T01:55:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T01:55:01,gemini_video,video,false,true,0,3,3
2026-03-11T01:55:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T01:55:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T01:55:01,flow_image,image,false,true,192,999999,999807
2026-03-11T01:55:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T01:55:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T01:55:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T01:55:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T01:55:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T01:55:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:00:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:00:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:00:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:00:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:00:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:00:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:00:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:00:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:00:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:00:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:00:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:00:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:05:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:05:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:05:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:05:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:05:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:05:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:05:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:05:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:05:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:05:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:05:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:05:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:10:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:10:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:10:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:10:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:10:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:10:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:10:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:10:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:10:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:10:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:10:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:10:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:15:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:15:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:15:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:15:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:15:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:15:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:15:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:15:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:15:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:15:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:15:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:15:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:20:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:20:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:20:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:20:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:20:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:20:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:20:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:20:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:20:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:20:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:20:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:20:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:25:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:25:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:25:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:25:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:25:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:25:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:25:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:25:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:25:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:25:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:25:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:25:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:30:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:30:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:30:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:30:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:30:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:30:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:30:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:30:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:30:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:30:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:30:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:30:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:35:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:35:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:35:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:35:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:35:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:35:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:35:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:35:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:35:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:35:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:35:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:35:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:40:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:40:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:40:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:40:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:40:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:40:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:40:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:40:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:40:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:40:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:40:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:40:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:45:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:45:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:45:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:45:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:45:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-11T02:45:01,flow_image,image,false,true,192,999999,999807
2026-03-11T02:45:01,pomelli_photoshoot,image,false,true,3,999999,999996
2026-03-11T02:45:01,notebooklm,podcast,false,true,20,20,0
2026-03-11T02:45:01,notebooklm_video,video,false,true,0,20,20
2026-03-11T02:45:01,groq_llm,llm,false,true,30,14400,14370
2026-03-11T02:45:01,groq_stt,stt,false,true,0,14400,14400
2026-03-11T02:45:01,web_fetcher,web,false,true,0,999999,999999
2026-03-11T02:50:01,google_tts,tts,false,true,0,999999,999999
2026-03-11T02:50:01,gemini_image,image,false,true,103,999999,999896
2026-03-11T02:50:01,gemini_video,video,false,true,0,3,3
2026-03-11T02:50:01,gemini_chat,llm,false,true,85,999999,999914
2026-03-11T02:50:01,gemini_audio,audio,false,true,0,999999,999999
