timestamp,provider,category,busy,healthy,today_used,daily_limit,remaining
2026-03-26T00:50:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T00:50:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T00:50:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T00:50:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T00:50:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T00:55:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T00:55:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T00:55:01,gemini_video,video,false,true,0,3,3
2026-03-26T00:55:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T00:55:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T00:55:01,flow_image,image,false,true,0,999999,999999
2026-03-26T00:55:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T00:55:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T00:55:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T00:55:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T00:55:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T00:55:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:00:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:00:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:00:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:00:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:00:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:00:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:00:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:00:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:00:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:00:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:00:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:00:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:05:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:05:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:05:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:05:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:05:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:05:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:05:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:05:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:05:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:05:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:05:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:05:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:10:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:10:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:10:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:10:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:10:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:10:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:10:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:10:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:10:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:10:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:10:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:10:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:15:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:15:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:15:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:15:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:15:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:15:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:15:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:15:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:15:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:15:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:15:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:15:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:20:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:20:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:20:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:20:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:20:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:20:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:20:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:20:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:20:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:20:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:20:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:20:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:25:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:25:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:25:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:25:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:25:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:25:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:25:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:25:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:25:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:25:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:25:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:25:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:30:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:30:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:30:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:30:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:30:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:30:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:30:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:30:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:30:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:30:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:30:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:30:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:35:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:35:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:35:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:35:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:35:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:35:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:35:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:35:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:35:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:35:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:35:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:35:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:40:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:40:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:40:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:40:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:40:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:40:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:40:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:40:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:40:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:40:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:40:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:40:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:45:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:45:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:45:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:45:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:45:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:45:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:45:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:45:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:45:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:45:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:45:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:45:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:50:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:50:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:50:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:50:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:50:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:50:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:50:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:50:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:50:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:50:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:50:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:50:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T01:55:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T01:55:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T01:55:01,gemini_video,video,false,true,0,3,3
2026-03-26T01:55:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T01:55:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T01:55:01,flow_image,image,false,true,0,999999,999999
2026-03-26T01:55:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T01:55:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T01:55:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T01:55:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T01:55:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T01:55:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:00:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:00:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:00:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:00:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:00:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:00:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:00:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:00:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:00:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:00:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T02:00:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:00:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:05:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:05:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:05:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:05:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:05:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:05:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:05:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:05:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:05:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:05:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T02:05:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:05:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:10:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:10:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:10:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:10:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:10:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:10:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:10:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:10:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:10:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:10:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T02:10:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:10:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:15:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:15:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:15:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:15:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:15:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:15:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:15:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:15:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:15:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:15:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T02:15:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:15:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:20:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:20:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:20:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:20:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:20:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:20:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:20:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:20:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:20:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:20:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T02:20:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:20:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:25:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:25:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:25:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:25:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:25:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:25:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:25:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:25:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:25:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:25:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T02:25:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:25:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:30:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:30:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:30:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:30:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:30:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:30:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:30:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:30:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:30:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:30:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T02:30:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:30:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:35:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:35:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:35:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:35:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:35:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:35:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:35:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:35:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:35:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:35:01,groq_llm,llm,false,false,12,14400,14388
2026-03-26T02:35:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:35:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:40:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:40:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:40:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:40:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:40:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:40:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:40:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:40:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:40:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:40:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T02:40:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:40:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:45:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:45:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:45:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:45:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:45:01,gemini_audio,audio,false,true,0,999999,999999
2026-03-26T02:45:01,flow_image,image,false,true,0,999999,999999
2026-03-26T02:45:01,pomelli_photoshoot,image,false,true,0,999999,999999
2026-03-26T02:45:01,notebooklm,podcast,false,true,0,20,20
2026-03-26T02:45:01,notebooklm_video,video,false,true,0,20,20
2026-03-26T02:45:01,groq_llm,llm,false,true,12,14400,14388
2026-03-26T02:45:01,groq_stt,stt,false,true,0,14400,14400
2026-03-26T02:45:01,web_fetcher,web,false,true,0,999999,999999
2026-03-26T02:50:01,google_tts,tts,false,true,0,999999,999999
2026-03-26T02:50:01,gemini_image,image,false,true,23,999999,999976
2026-03-26T02:50:01,gemini_video,video,false,true,0,3,3
2026-03-26T02:50:01,gemini_chat,llm,false,true,0,999999,999999
2026-03-26T02:50:01,gemini_audio,audio,false,true,0,999999,999999
